Polarization of Light 'Brewsters' Data File Mon, Mar 16, 2026 4:15 PM
Sensor Position (Degrees)	Light Intensity (Volts)
176.71667	0.09628
176.68333	0.16312
176.66667	0.23819
176.63333	0.24560
176.58333	0.25607
176.53333	0.24479
176.51667	0.28023
176.48333	0.28909
176.46667	0.30729
176.40000	0.28925
176.33333	0.29650
176.28333	0.28764
176.26667	0.29569
176.20000	0.28925
176.13333	0.31084
176.05000	0.30455
175.95000	0.31615
175.83333	0.31760
175.75000	0.31712
175.66667	0.31535
175.58333	0.31953
175.50000	0.31970
175.45000	0.32050
175.36667	0.32082
175.30000	0.32131
175.21667	0.32050
175.15000	0.32501
175.10000	0.31970
175.08333	0.32437
175.03333	0.32469
174.95000	0.32727
174.86667	0.32437
174.83333	0.32405
174.80000	0.32179
174.76667	0.31937
174.70000	0.30842
174.65000	0.29602
174.61667	0.28845
174.58333	0.27701
174.55000	0.25816
174.50000	0.22804
174.43333	0.20436
174.36667	0.18310
174.26667	0.21354
174.20000	0.18519
174.11667	0.22353
174.03333	0.24012
173.98333	0.28603
173.91667	0.27765
173.85000	0.33113
173.78333	0.33274
173.68333	0.33725
173.56667	0.33854
173.45000	0.34096
173.33333	0.34112
173.25000	0.34402
173.21667	0.34128
173.20000	0.34418
173.15000	0.34354
173.11667	0.34434
173.08333	0.34031
173.05000	0.33113
173.00000	0.33387
172.95000	0.33065
172.91667	0.33274
172.88333	0.33226
172.83333	0.34160
172.78333	0.33661
172.73333	0.33806
172.70000	0.33838
172.65000	0.32807
172.63333	0.32453
172.60000	0.32034
172.56667	0.31164
172.56667	0.30504
172.53333	0.27089
172.46667	0.25671
172.43333	0.25865
172.38333	0.23448
172.33333	0.23175
172.23333	0.20613
172.10000	0.19309
172.05000	0.27685
172.00000	0.34982
171.95000	0.34917
171.86667	0.34901
171.76667	0.35062
171.70000	0.34112
171.65000	0.33435
171.63333	0.32614
171.63333	0.32211
171.61667	0.33001
171.56667	0.33162
171.48333	0.34321
171.36667	0.35691
171.21667	0.35884
171.15000	0.35852
171.13333	0.36077
171.13333	0.35916
171.13333	0.35852
171.13333	0.35739
171.13333	0.35658
171.13333	0.35449
171.13333	0.35433
171.13333	0.35336
171.13333	0.35159
171.13333	0.34950
171.13333	0.35078
171.13333	0.35465
171.13333	0.35175
171.13333	0.35272
171.13333	0.35320
171.13333	0.35433
171.11667	0.35449
171.11667	0.35095
171.10000	0.35207
171.05000	0.33403
170.96667	0.28555
170.90000	0.30842
170.78333	0.33532
170.73333	0.35997
170.66667	0.36029
170.61667	0.35932
170.55000	0.36190
170.46667	0.34837
170.33333	0.32034
170.23333	0.27959
170.15000	0.26493
170.10000	0.33129
170.06667	0.33049
170.03333	0.30616
169.98333	0.23674
169.95000	0.20726
169.91667	0.16747
169.88333	0.14009
169.81667	0.16264
169.76667	0.27975
169.70000	0.26751
169.60000	0.33403
169.53333	0.30713
169.48333	0.27765
169.41667	0.22192
169.36667	0.17810
169.31667	0.17907
169.26667	0.15475
169.11667	0.14992
168.93333	0.08339
168.80000	0.07405
168.71667	0.09515
168.68333	0.06180
168.65000	0.12994
168.60000	0.15072
168.50000	0.24334
168.41667	0.30906
168.35000	0.29731
168.28333	0.36174
168.23333	0.35739
168.16667	0.37221
168.10000	0.37672
168.03333	0.36528
167.96667	0.35948
167.86667	0.33097
167.78333	0.26622
167.66667	0.13220
167.56667	0.07485
167.48333	0.05826
167.38333	0.08645
167.30000	0.12076
167.20000	0.18809
167.10000	0.16683
167.03333	0.21193
167.00000	0.24689
166.95000	0.21403
166.88333	0.22240
166.81667	0.18262
166.78333	0.19663
166.73333	0.25542
166.68333	0.26751
166.63333	0.29038
166.60000	0.31277
166.55000	0.35594
166.53333	0.39460
166.51667	0.39911
166.46667	0.40281
166.41667	0.39895
166.35000	0.40088
166.26667	0.40314
166.16667	0.40829
166.08333	0.40475
165.98333	0.40507
165.83333	0.40749
165.65000	0.40974
165.50000	0.41006
165.40000	0.41280
165.30000	0.41473
165.21667	0.41554
165.11667	0.41425
165.05000	0.41441
165.00000	0.41441
164.95000	0.42069
164.90000	0.41393
164.83333	0.42150
164.73333	0.42037
164.60000	0.41506
164.53333	0.40652
164.48333	0.40185
164.41667	0.40072
164.33333	0.40668
164.26667	0.41473
164.20000	0.42247
164.13333	0.41989
164.10000	0.42682
164.03333	0.42279
163.96667	0.41796
163.93333	0.41699
163.90000	0.41232
163.88333	0.41941
163.83333	0.41651
163.75000	0.41699
163.68333	0.39734
163.65000	0.41425
163.63333	0.41312
163.58333	0.40636
163.50000	0.41924
163.40000	0.40120
163.35000	0.42698
163.25000	0.42440
163.08333	0.42762
162.93333	0.43374
162.90000	0.44147
162.88333	0.44115
162.88333	0.44244
162.88333	0.43954
162.88333	0.44131
162.88333	0.44051
162.88333	0.44099
162.90000	0.43761
162.90000	0.43519
162.90000	0.43584
162.90000	0.43149
162.90000	0.43503
162.90000	0.43567
162.90000	0.43471
162.90000	0.43358
162.90000	0.43439
162.90000	0.43390
162.88333	0.41328
162.88333	0.41151
162.85000	0.40781
162.78333	0.39863
162.71667	0.28957
162.63333	0.37446
162.51667	0.26267
162.40000	0.31519
162.31667	0.31647
162.21667	0.29376
162.13333	0.36593
162.05000	0.37366
161.96667	0.43567
161.91667	0.44502
161.86667	0.44759
161.80000	0.43906
161.73333	0.44969
161.68333	0.44856
161.63333	0.44888
161.55000	0.44953
161.43333	0.45613
161.33333	0.45355
161.28333	0.45339
161.18333	0.44856
161.08333	0.46000
160.96667	0.45807
160.85000	0.46483
160.75000	0.46338
160.68333	0.46209
160.63333	0.46580
160.56667	0.47111
160.53333	0.46467
160.51667	0.46258
160.46667	0.46209
160.38333	0.46515
160.21667	0.46451
160.01667	0.46628
159.81667	0.46193
159.66667	0.46660
159.51667	0.46370
159.46667	0.46564
159.40000	0.46644
159.31667	0.46338
159.21667	0.47433
159.11667	0.45372
159.05000	0.43970
159.01667	0.40813
158.93333	0.39621
158.86667	0.34660
158.80000	0.30794
158.76667	0.29102
158.73333	0.26461
158.68333	0.21950
158.61667	0.23239
158.55000	0.17231
158.48333	0.19196
158.45000	0.19389
158.41667	0.23319
158.35000	0.23481
158.31667	0.33226
158.28333	0.30133
158.23333	0.29489
158.16667	0.29795
158.10000	0.32823
158.03333	0.33162
158.00000	0.31760
157.95000	0.36109
157.91667	0.37930
157.90000	0.39605
157.88333	0.43422
157.85000	0.46999
157.81667	0.46821
157.80000	0.48384
157.76667	0.49334
157.70000	0.49334
157.58333	0.50075
157.41667	0.50623
157.28333	0.50832
157.21667	0.50816
157.18333	0.50655
157.16667	0.51138
157.16667	0.50526
157.15000	0.51138
157.13333	0.51122
157.11667	0.50913
157.05000	0.51042
157.01667	0.51251
156.95000	0.51090
156.81667	0.51219
156.70000	0.51605
156.66667	0.51605
156.66667	0.51348
156.66667	0.51235
156.68333	0.50800
156.68333	0.51042
156.68333	0.51380
156.68333	0.50832
156.70000	0.50913
156.70000	0.50800
156.70000	0.50542
156.73333	0.50494
156.73333	0.50752
156.70000	0.50993
156.68333	0.50768
156.66667	0.51251
156.63333	0.50768
156.60000	0.51235
156.56667	0.50881
156.50000	0.51026
156.36667	0.49801
156.23333	0.51605
156.10000	0.51815
155.96667	0.51960
155.86667	0.52379
155.85000	0.52201
155.83333	0.52185
155.78333	0.52137
155.75000	0.52250
155.68333	0.46096
155.61667	0.42617
155.55000	0.39750
155.48333	0.48529
155.38333	0.49866
155.28333	0.52491
155.18333	0.52636
155.06667	0.53345
154.98333	0.53232
154.91667	0.53538
154.75000	0.53748
154.51667	0.54263
154.31667	0.49624
154.21667	0.50413
154.18333	0.50816
154.16667	0.51412
154.15000	0.51251
154.08333	0.50027
154.06667	0.46354
154.03333	0.47739
153.96667	0.49350
153.86667	0.51605
153.83333	0.52636
153.81667	0.43664
153.81667	0.43374
153.81667	0.38268
153.81667	0.39283
153.81667	0.39460
153.80000	0.40346
153.80000	0.40233
153.78333	0.42069
153.76667	0.41779
153.76667	0.44212
153.76667	0.43954
153.75000	0.44163
153.75000	0.43535
153.70000	0.45839
153.63333	0.47723
153.53333	0.51074
153.53333	0.52250
153.51667	0.49656
153.51667	0.47031
153.48333	0.46934
153.38333	0.46660
153.23333	0.42971
153.16667	0.36818
153.06667	0.42553
153.00000	0.46886
152.96667	0.42810
152.93333	0.42118
152.91667	0.33838
152.86667	0.42118
152.78333	0.44808
152.65000	0.50091
152.56667	0.51847
152.48333	0.52427
152.43333	0.47063
152.38333	0.48948
152.30000	0.46080
152.20000	0.49995
152.11667	0.50510
152.06667	0.49544
152.03333	0.51573
151.98333	0.54956
151.95000	0.56857
151.95000	0.57549
151.93333	0.57807
151.88333	0.58194
151.85000	0.58113
151.81667	0.58516
151.70000	0.58451
151.61667	0.58419
151.56667	0.58951
151.53333	0.58516
151.51667	0.58677
151.50000	0.58725
151.48333	0.58484
151.48333	0.58613
151.48333	0.57034
151.48333	0.56035
151.48333	0.56680
151.50000	0.56696
151.50000	0.56567
151.50000	0.56905
151.50000	0.56680
151.50000	0.56567
151.50000	0.56518
151.50000	0.56583
151.48333	0.55713
151.48333	0.55971
151.45000	0.54505
151.35000	0.50204
151.18333	0.47820
150.91667	0.43197
150.60000	0.35836
150.45000	0.50446
150.41667	0.52298
150.41667	0.51815
150.40000	0.56245
150.36667	0.53941
150.30000	0.53055
150.25000	0.51686
150.23333	0.56728
150.20000	0.55632
150.13333	0.52878
150.01667	0.49930
149.88333	0.52266
149.78333	0.46628
149.68333	0.46354
149.63333	0.43584
149.58333	0.45484
149.53333	0.41328
149.46667	0.40475
149.40000	0.47450
149.35000	0.43680
149.30000	0.55568
149.26667	0.51138
149.23333	0.55117
149.15000	0.49801
149.06667	0.58757
148.98333	0.54086
148.88333	0.56373
148.78333	0.47820
148.73333	0.46999
148.66667	0.43503
148.60000	0.50478
148.53333	0.56180
148.48333	0.59515
148.45000	0.61625
148.40000	0.61480
148.38333	0.61899
148.35000	0.63252
148.33333	0.63815
148.33333	0.63993
148.31667	0.64250
148.30000	0.64234
148.25000	0.64476
148.21667	0.64605
148.20000	0.65233
148.18333	0.64701
148.15000	0.65185
148.11667	0.64959
148.05000	0.65281
147.96667	0.65185
147.91667	0.65185
147.88333	0.65893
147.83333	0.65797
147.80000	0.65620
147.75000	0.65829
147.70000	0.65668
147.68333	0.65185
147.65000	0.65185
147.63333	0.65362
147.61667	0.65346
147.60000	0.65732
147.55000	0.65314
147.43333	0.64734
147.31667	0.58097
147.26667	0.59660
147.26667	0.56937
147.26667	0.58725
147.28333	0.55745
147.28333	0.56937
147.28333	0.56776
147.30000	0.57066
147.30000	0.57050
147.30000	0.56680
147.30000	0.56357
147.30000	0.56905
147.30000	0.56583
147.30000	0.56341
147.28333	0.53168
147.28333	0.53957
147.26667	0.54279
147.23333	0.53023
147.15000	0.56712
146.95000	0.57227
146.76667	0.58838
146.66667	0.64411
146.61667	0.66731
146.56667	0.66715
146.53333	0.67214
146.48333	0.67939
146.43333	0.67955
146.40000	0.67665
146.31667	0.68406
146.21667	0.67021
146.08333	0.68261
145.95000	0.68890
145.80000	0.68616
145.70000	0.68890
145.66667	0.69099
145.63333	0.69421
145.58333	0.69357
145.50000	0.69888
145.36667	0.70371
145.28333	0.70210
145.20000	0.70500
145.11667	0.70822
144.98333	0.70613
144.85000	0.71209
144.75000	0.71531
144.68333	0.71563
144.65000	0.71338
144.61667	0.71547
144.58333	0.71934
144.53333	0.72063
144.46667	0.71757
144.40000	0.71998
144.31667	0.71370
144.25000	0.71467
144.18333	0.70726
144.08333	0.72031
144.01667	0.72739
143.90000	0.72514
143.78333	0.73303
143.70000	0.73239
143.63333	0.73899
143.56667	0.74044
143.51667	0.73867
143.48333	0.73625
143.45000	0.72884
143.36667	0.73335
143.28333	0.71048
143.20000	0.71257
143.15000	0.70613
143.08333	0.72063
143.01667	0.73223
142.91667	0.74382
142.80000	0.75494
142.78333	0.75703
142.78333	0.75945
142.80000	0.74705
142.85000	0.75027
142.85000	0.75317
142.85000	0.74978
142.85000	0.75059
142.85000	0.75252
142.85000	0.74801
142.85000	0.75236
142.85000	0.74560
142.85000	0.74978
142.81667	0.75172
142.80000	0.75188
142.78333	0.75478
142.73333	0.75752
142.63333	0.75961
142.40000	0.75123
142.08333	0.72981
141.86667	0.41715
141.81667	0.44566
141.80000	0.38622
141.76667	0.41570
141.73333	0.47514
141.68333	0.73625
141.56667	0.76911
141.45000	0.63493
141.30000	0.73384
141.20000	0.79022
141.13333	0.79247
141.05000	0.79344
140.95000	0.79408
140.81667	0.78683
140.68333	0.78748
140.60000	0.77185
140.55000	0.75784
140.50000	0.72578
140.43333	0.62978
140.38333	0.62994
140.31667	0.56132
140.23333	0.54908
140.13333	0.42826
140.05000	0.67263
139.95000	0.68229
139.83333	0.81518
139.73333	0.78909
139.68333	0.77362
139.63333	0.72031
139.58333	0.69099
139.51667	0.64766
139.38333	0.59998
139.23333	0.47192
139.13333	0.59305
139.05000	0.63461
138.98333	0.61061
138.95000	0.65491
138.90000	0.62060
138.88333	0.67585
138.86667	0.77298
138.80000	0.78039
138.71667	0.84788
138.68333	0.85674
138.65000	0.85771
138.61667	0.85449
138.58333	0.85529
138.51667	0.86061
138.45000	0.85771
138.38333	0.86125
138.35000	0.86093
138.33333	0.86141
138.30000	0.86319
138.26667	0.85803
138.25000	0.85030
138.25000	0.84901
138.26667	0.85255
138.26667	0.85706
138.26667	0.85030
138.26667	0.85223
138.26667	0.84917
138.26667	0.85078
138.26667	0.85159
138.26667	0.85094
138.25000	0.85078
138.23333	0.84289
138.20000	0.86109
138.13333	0.85787
138.00000	0.85094
137.78333	0.82871
137.66667	0.83258
137.63333	0.86125
137.58333	0.86673
137.55000	0.86818
137.45000	0.84579
137.36667	0.82726
137.26667	0.80326
137.18333	0.77652
137.15000	0.75848
137.08333	0.78393
137.03333	0.73513
136.98333	0.73126
136.93333	0.70001
136.86667	0.76654
136.80000	0.73448
136.73333	0.78393
136.66667	0.77813
136.58333	0.81309
136.48333	0.89685
136.45000	0.89121
136.36667	0.88896
136.23333	0.86592
136.10000	0.86431
136.03333	0.81309
136.00000	0.78120
135.95000	0.69582
135.90000	0.67649
135.81667	0.57807
135.75000	0.46999
135.63333	0.41151
135.53333	0.25639
135.50000	0.23352
135.48333	0.22224
135.46667	0.40829
135.43333	0.45694
135.41667	0.53506
135.35000	0.50059
135.28333	0.84579
135.15000	0.76783
135.08333	0.82324
135.05000	0.77975
135.05000	0.79714
135.00000	0.72578
134.91667	0.89282
134.83333	0.90233
134.78333	0.91232
134.75000	0.90781
134.73333	0.94163
134.71667	0.95226
134.70000	0.95983
134.65000	0.95903
134.55000	0.96563
134.46667	0.96451
134.40000	0.97047
134.33333	0.97288
134.28333	0.96982
134.26667	0.97079
134.26667	0.96064
134.26667	0.95291
134.28333	0.95049
134.28333	0.95694
134.28333	0.95549
134.28333	0.95806
134.28333	0.95484
134.28333	0.95758
134.28333	0.95581
134.26667	0.95903
134.25000	0.96257
134.21667	0.96773
134.10000	0.97627
133.86667	0.97578
133.55000	0.99060
133.23333	0.99334
133.06667	1.00091
133.00000	0.99753
132.95000	0.99817
132.88333	0.99060
132.81667	0.97852
132.75000	0.90458
132.68333	0.92069
132.61667	0.93068
132.51667	0.96934
132.45000	0.92214
132.41667	0.94099
132.38333	0.89154
132.30000	0.88831
132.18333	0.91199
132.08333	0.94195
132.01667	0.98819
131.91667	1.02765
131.85000	1.04021
131.76667	1.04634
131.68333	1.05294
131.61667	1.05793
131.55000	1.05938
131.50000	1.04891
131.45000	1.04940
131.35000	0.98206
131.28333	0.94518
131.23333	0.85706
131.20000	0.83935
131.11667	0.79440
131.00000	0.92762
130.90000	1.01686
130.83333	1.06454
130.78333	1.07501
130.73333	1.06921
130.66667	1.06196
130.60000	1.04730
130.55000	1.04295
130.48333	1.07372
130.41667	1.06164
130.40000	1.05697
130.35000	1.03780
130.31667	1.02024
130.31667	1.01025
130.31667	1.01074
130.31667	1.01251
130.33333	1.01782
130.35000	1.02346
130.35000	1.01782
130.35000	1.02008
130.35000	1.02137
130.35000	1.02153
130.33333	0.97401
130.33333	0.95967
130.30000	0.96112
130.28333	1.07291
130.20000	1.09853
129.91667	1.09949
129.53333	1.10223
129.10000	1.13590
128.73333	1.14363
128.60000	1.13847
128.56667	1.15442
128.56667	1.15297
128.55000	1.15732
128.50000	1.15668
128.48333	1.14588
128.41667	1.15829
128.26667	1.11399
128.16667	1.10835
128.08333	1.07742
128.03333	1.06663
128.00000	1.09482
127.96667	1.15958
127.88333	1.18551
127.80000	1.18938
127.70000	1.18986
127.60000	1.19276
127.50000	1.17955
127.36667	1.19018
127.26667	1.19775
127.18333	1.20887
127.13333	1.21257
127.06667	1.21837
126.98333	1.22320
126.83333	1.22804
126.70000	1.23271
126.60000	1.23367
126.51667	1.23545
126.48333	1.24012
126.43333	1.23963
126.36667	1.24898
126.31667	1.25252
126.20000	1.24012
126.03333	1.20855
125.88333	1.19163
125.76667	1.17021
125.70000	1.24817
125.61667	1.20581
125.56667	1.21757
125.46667	1.14943
125.36667	1.10996
125.31667	1.02491
125.31667	1.03087
125.31667	1.01315
125.31667	1.09837
125.33333	0.97192
125.36667	1.02620
125.38333	1.04247
125.38333	1.04601
125.38333	1.04328
125.38333	1.03264
125.38333	1.04682
125.36667	1.05230
125.35000	1.12591
125.33333	1.20855
125.31667	1.23996
125.30000	1.26509
125.28333	1.28764
125.25000	1.28796
125.23333	1.29537
125.16667	1.28925
125.06667	1.28941
124.95000	1.25107
124.83333	1.25236
124.75000	1.26219
124.66667	1.21112
124.60000	1.23496
124.58333	1.25993
124.55000	1.30068
124.51667	1.32001
124.46667	1.31792
124.43333	1.31889
124.36667	1.32001
124.30000	1.31953
124.21667	1.33419
124.06667	1.34144
123.91667	1.34063
123.80000	1.31470
123.73333	1.29601
123.65000	1.25671
123.56667	1.28409
123.48333	1.31985
123.38333	1.35191
123.31667	1.35771
123.26667	1.36028
123.18333	1.35449
123.11667	1.33661
123.06667	1.33403
123.03333	1.32275
122.98333	1.32855
122.93333	1.28957
122.83333	1.25510
122.78333	1.12494
122.76667	1.16731
122.73333	1.13461
122.73333	1.14137
122.71667	1.09869
122.71667	1.06937
122.73333	1.05922
122.73333	1.06261
122.73333	1.06840
122.73333	1.06792
122.73333	1.07146
122.73333	1.06099
122.73333	1.06647
122.73333	1.06164
122.71667	1.03909
122.70000	1.11302
122.65000	1.03071
122.51667	1.21934
122.33333	1.30616
122.13333	1.36737
121.95000	1.42697
121.81667	1.44050
121.76667	1.43583
121.73333	1.43422
121.68333	1.43454
121.63333	1.44340
121.56667	1.44679
121.53333	1.44920
121.48333	1.44743
121.43333	1.45097
121.40000	1.44115
121.35000	1.44775
121.31667	1.45371
121.25000	1.45661
121.15000	1.45999
121.00000	1.47320
120.83333	1.48190
120.70000	1.48834
120.63333	1.48931
120.60000	1.49350
120.53333	1.49640
120.46667	1.49865
120.40000	1.50397
120.33333	1.50252
120.26667	1.50461
120.18333	1.50204
120.10000	1.51219
119.96667	1.52491
119.80000	1.54037
119.73333	1.53764
119.70000	1.54440
119.68333	1.54698
119.68333	1.54698
119.68333	1.54569
119.70000	1.54295
119.73333	1.54021
119.75000	1.54021
119.75000	1.54005
119.75000	1.54553
119.75000	1.54070
119.75000	1.54118
119.75000	1.53007
119.71667	1.54166
119.68333	1.54714
119.65000	1.55133
119.51667	1.53264
119.36667	1.48770
119.15000	1.47095
118.91667	1.57324
118.71667	1.39556
118.65000	1.56341
118.60000	1.48979
118.53333	1.52394
118.45000	1.56711
118.31667	1.61769
118.18333	1.62253
118.11667	1.62752
118.05000	1.63106
118.00000	1.63606
117.93333	1.64057
117.86667	1.64427
117.76667	1.65217
117.66667	1.65458
117.56667	1.66119
117.50000	1.66038
117.45000	1.66537
117.36667	1.67697
117.26667	1.68180
117.15000	1.68680
117.05000	1.69437
117.00000	1.69550
116.93333	1.69920
116.85000	1.70162
116.76667	1.67456
116.70000	1.64298
116.63333	1.64170
116.56667	1.61415
116.45000	1.57501
116.35000	1.50268
116.28333	1.62011
116.21667	1.54408
116.11667	1.56856
116.01667	1.53603
115.91667	1.63590
115.81667	1.72707
115.76667	1.75735
115.75000	1.75896
115.73333	1.75671
115.71667	1.75848
115.70000	1.75912
115.66667	1.76412
115.60000	1.76267
115.53333	1.76653
115.46667	1.77878
115.45000	1.77427
115.45000	1.77362
115.45000	1.72691
115.50000	1.62043
115.51667	1.68438
115.51667	1.69018
115.51667	1.68889
115.51667	1.68938
115.51667	1.68938
115.51667	1.65925
115.46667	1.64943
115.43333	1.63332
115.40000	1.75703
115.25000	1.76750
115.01667	1.69807
114.80000	1.68760
114.66667	1.64234
114.63333	1.79569
114.60000	1.75461
114.55000	1.75494
114.50000	1.79505
114.45000	1.78007
114.38333	1.83354
114.31667	1.82565
114.25000	1.84289
114.16667	1.84998
114.06667	1.85191
113.95000	1.83725
113.85000	1.81695
113.78333	1.71225
113.70000	1.62333
113.61667	1.32952
113.56667	1.40313
113.46667	1.47111
113.36667	1.48867
113.28333	1.65281
113.21667	1.86028
113.13333	1.82887
113.00000	1.92005
112.85000	1.87688
112.73333	1.94952
112.63333	1.94679
112.53333	1.94211
112.46667	1.90217
112.41667	1.88525
112.36667	1.82839
112.31667	1.81083
112.25000	1.76508
112.18333	1.69501
112.08333	1.55197
111.98333	1.51476
111.85000	1.40233
111.70000	1.68809
111.61667	1.70774
111.58333	1.74801
111.58333	1.72723
111.58333	1.48625
111.58333	1.27298
111.58333	1.09160
111.60000	1.13364
111.61667	1.16908
111.63333	1.20790
111.63333	1.21096
111.63333	1.21628
111.63333	1.21934
111.63333	1.22385
111.63333	1.19131
111.61667	1.13896
111.60000	1.12172
111.56667	1.14315
111.51667	1.26122
111.41667	1.24962
111.30000	1.36802
111.16667	1.53039
111.01667	1.26364
110.91667	1.54585
110.85000	1.42278
110.80000	1.53280
110.76667	1.47449
110.75000	1.47965
110.71667	1.47610
110.70000	1.47932
110.66667	1.45452
110.63333	1.42327
110.60000	1.42971
110.53333	1.39878
110.45000	1.47884
110.35000	1.31164
110.26667	1.23786
110.13333	1.01283
110.03333	0.87430
109.95000	0.80246
109.83333	1.47626
109.76667	1.75171
109.71667	1.85787
109.63333	1.95613
109.56667	2.01122
109.48333	1.97208
109.41667	1.96644
109.30000	1.99479
109.18333	2.02024
109.06667	1.98287
109.01667	2.08806
108.95000	2.09547
108.86667	2.17585
108.76667	2.16763
108.68333	2.19920
108.60000	2.20387
108.51667	2.18986
108.40000	2.16425
108.26667	2.17440
108.13333	2.11882
108.01667	2.20097
107.88333	2.17005
107.75000	2.05874
107.58333	1.84385
107.46667	1.60690
107.41667	1.66666
107.41667	1.84047
107.43333	1.89363
107.43333	1.81679
107.43333	1.78087
107.45000	1.79569
107.45000	1.81132
107.45000	1.82179
107.45000	1.82758
107.46667	1.82549
107.46667	1.80423
107.46667	1.65023
107.45000	1.66247
107.45000	1.89588
107.43333	2.21128
107.38333	2.27942
107.33333	2.30503
107.21667	2.30761
107.13333	2.30938
107.05000	2.29183
106.91667	2.26331
106.73333	2.22578
106.55000	2.08210
106.43333	2.06196
106.33333	2.22916
106.23333	2.13332
106.11667	2.20919
106.00000	2.25027
105.81667	2.34063
105.53333	2.42697
105.43333	2.42907
105.41667	2.44872
105.31667	2.46338
105.18333	2.46741
105.08333	2.48255
105.01667	2.48013
104.91667	2.49221
104.71667	2.51235
104.46667	2.50494
104.21667	2.44663
104.03333	2.48609
103.90000	2.34627
103.81667	2.27443
103.71667	2.14588
103.66667	2.06776
103.63333	2.06840
103.58333	2.03586
103.51667	1.91972
103.45000	1.83145
103.40000	1.88992
103.38333	2.18535
103.38333	2.38316
103.36667	2.48561
103.35000	2.53941
103.28333	2.52443
103.26667	2.48110
103.25000	2.55117
103.25000	2.57936
103.26667	2.56309
103.28333	2.53248
103.30000	2.31164
103.36667	2.19356
103.40000	2.27201
103.40000	2.25510
103.40000	2.27217
103.40000	2.26670
103.40000	2.26847
103.40000	2.27121
103.40000	2.26525
103.40000	2.27105
103.40000	2.17552
103.40000	2.14218
103.40000	2.26831
103.38333	2.46918
103.35000	2.62269
103.33333	2.62253
103.30000	2.61883
103.23333	2.62833
103.13333	2.61383
103.05000	2.63622
102.93333	2.62994
102.80000	2.64734
102.71667	2.64412
102.68333	2.65394
102.66667	2.53587
102.60000	2.63638
102.46667	2.56454
102.36667	2.54295
102.26667	2.57614
102.25000	2.53941
102.23333	2.54714
102.18333	2.55326
102.13333	2.60610
102.05000	2.61013
101.91667	2.64750
101.80000	2.67553
101.75000	2.66715
101.68333	2.72530
101.61667	2.74367
101.51667	2.78378
101.41667	2.78200
101.33333	2.75446
101.28333	2.74930
101.16667	2.74270
101.10000	2.79505
101.03333	2.81535
100.95000	2.82936
100.81667	2.84563
100.75000	2.84966
100.68333	2.85659
100.63333	2.86158
100.56667	2.86367
100.50000	2.87253
100.43333	2.87656
100.33333	2.87430
100.23333	2.86818
100.13333	2.88413
100.05000	2.87092
99.98333	2.84386
99.88333	2.80359
99.78333	2.80858
99.70000	2.79553
99.55000	2.82936
99.43333	2.49125
99.40000	0.09547
99.40000	0.07034
99.40000	0.07904
99.41667	0.08291
99.41667	0.09402
99.43333	0.09660
99.43333	0.09885
99.43333	0.13059
99.43333	0.18648
99.43333	0.22997
99.41667	0.40668
99.41667	1.14846
99.40000	2.29456
