Sensor Position (Degrees)	Light Intensity (Volts)
148.31667	0.6425
148.3	0.64234
148.25	0.64476
148.21667	0.64605
148.2	0.65233
148.18333	0.64701
148.15	0.65185
148.11667	0.64959
148.05	0.65281
147.96667	0.65185
147.91667	0.65185
147.88333	0.65893
147.83333	0.65797
147.8	0.6562
147.75	0.65829
147.7	0.65668
147.68333	0.65185
147.65	0.65185
147.63333	0.65362
147.61667	0.65346
147.6	0.65732
147.55	0.65314
147.43333	0.64734
146.66667	0.64411
146.61667	0.66731
146.56667	0.66715
146.53333	0.67214
146.48333	0.67939
146.43333	0.67955
146.4	0.67665
146.31667	0.68406
146.21667	0.67021
146.08333	0.68261
145.95	0.6889
145.8	0.68616
145.7	0.6889
145.66667	0.69099
145.63333	0.69421
145.58333	0.69357
145.5	0.69888
145.36667	0.70371
145.28333	0.7021
145.2	0.705
145.11667	0.70822
144.98333	0.70613
144.85	0.71209
144.75	0.71531
144.68333	0.71563
144.65	0.71338
144.61667	0.71547
144.58333	0.71934
144.53333	0.72063
144.46667	0.71757
144.4	0.71998
144.31667	0.7137
144.25	0.71467
144.18333	0.70726
144.08333	0.72031
144.01667	0.72739
143.9	0.72514
143.78333	0.73303
143.7	0.73239
143.63333	0.73899
143.56667	0.74044
143.51667	0.73867
143.48333	0.73625
143.45	0.72884
143.36667	0.73335
143.28333	0.71048
143.2	0.71257
143.15	0.70613
143.08333	0.72063
143.01667	0.73223
142.91667	0.74382
142.85	0.75027
142.85	0.75317
142.85	0.74978
142.85	0.75059
142.85	0.75252
142.85	0.74801
142.85	0.75236
142.85	0.7456
142.85	0.74978
142.81667	0.75172
142.8	0.75494
142.8	0.74705
142.8	0.75188
142.78333	0.75703
142.78333	0.75945
142.78333	0.75478
142.73333	0.75752
142.63333	0.75961
142.4	0.75123
142.08333	0.72981
141.68333	0.73625
141.56667	0.76911
141.3	0.73384
141.2	0.79022
141.13333	0.79247
141.05	0.79344
140.95	0.79408
140.81667	0.78683
140.68333	0.78748
140.6	0.77185
140.55	0.75784
139.83333	0.81518
139.73333	0.78909
139.68333	0.77362
139.63333	0.72031
138.86667	0.77298
138.8	0.78039
138.71667	0.84788
138.68333	0.85674
138.65	0.85771
138.61667	0.85449
138.58333	0.85529
138.51667	0.86061
138.45	0.85771
138.38333	0.86125
138.35	0.86093
138.33333	0.86141
138.3	0.86319
138.26667	0.85803
138.26667	0.85255
138.26667	0.85706
138.26667	0.8503
138.26667	0.85223
138.26667	0.84917
138.26667	0.85078
138.26667	0.85159
138.26667	0.85094
138.25	0.8503
138.25	0.84901
138.25	0.85078
138.23333	0.84289
138.2	0.86109
138.13333	0.85787
138	0.85094
137.78333	0.82871
137.66667	0.83258
137.63333	0.86125
137.58333	0.86673
137.55	0.86818
137.45	0.84579
137.36667	0.82726
137.26667	0.80326
136.58333	0.81309
136.48333	0.89685
136.45	0.89121
136.36667	0.88896
136.23333	0.86592
136.1	0.86431
135.28333	0.84579
134.91667	0.89282
134.83333	0.90233
134.78333	0.91232
134.75	0.90781
134.73333	0.94163
134.71667	0.95226
134.7	0.95983
134.65	0.95903
134.55	0.96563
134.46667	0.96451
134.4	0.97047
134.33333	0.97288
134.28333	0.96982
134.28333	0.95049
134.28333	0.95694
134.28333	0.95549
134.28333	0.95806
134.28333	0.95484
134.28333	0.95758
134.28333	0.95581
134.26667	0.97079
134.26667	0.96064
134.26667	0.95291
134.26667	0.95903
134.25	0.96257
134.21667	0.96773
134.1	0.97627
133.86667	0.97578
133.55	0.9906
133.23333	0.99334
133.06667	1.00091
133	0.99753
132.95	0.99817
132.88333	0.9906
132.81667	0.97852
132.01667	0.98819
131.91667	1.02765
131.85	1.04021
131.76667	1.04634
131.68333	1.05294
131.61667	1.05793
131.55	1.05938
131.5	1.04891
131.45	1.0494
130.83333	1.06454
130.78333	1.07501
130.73333	1.06921
130.66667	1.06196
130.6	1.0473
130.55	1.04295
130.48333	1.07372
130.41667	1.06164
130.28333	1.07291
130.2	1.09853
129.91667	1.09949
129.53333	1.10223
129.1	1.1359
128.73333	1.14363
128.6	1.13847
128.56667	1.15442
128.56667	1.15297
128.55	1.15732
128.5	1.15668
128.48333	1.14588
128.41667	1.15829
128.26667	1.11399
128.16667	1.10835
127.96667	1.15958
127.88333	1.18551
127.8	1.18938
127.7	1.18986
127.6	1.19276
127.5	1.17955
127.36667	1.19018
127.26667	1.19775
127.18333	1.20887
127.13333	1.21257
127.06667	1.21837
126.98333	1.2232
126.83333	1.22804
126.7	1.23271
126.6	1.23367
126.51667	1.23545
126.48333	1.24012
126.43333	1.23963
126.36667	1.24898
126.31667	1.25252
126.2	1.24012
126.03333	1.20855
125.88333	1.19163
125.76667	1.17021
125.7	1.24817
125.61667	1.20581
125.56667	1.21757
125.33333	1.20855
125.31667	1.23996
125.3	1.26509
125.28333	1.28764
125.25	1.28796
125.23333	1.29537
125.16667	1.28925
125.06667	1.28941
124.95	1.25107
124.83333	1.25236
124.75	1.26219
124.66667	1.21112
124.6	1.23496
124.58333	1.25993
124.55	1.30068
124.51667	1.32001
124.46667	1.31792
124.43333	1.31889
124.36667	1.32001
124.3	1.31953
124.21667	1.33419
124.06667	1.34144
123.91667	1.34063
123.8	1.3147
123.73333	1.29601
123.65	1.25671
123.56667	1.28409
123.48333	1.31985
123.38333	1.35191
123.31667	1.35771
123.26667	1.36028
123.18333	1.35449
123.11667	1.33661
123.06667	1.33403
123.03333	1.32275
122.98333	1.32855
122.93333	1.28957
122.13333	1.36737
121.95	1.42697
121.81667	1.4405
121.76667	1.43583
121.73333	1.43422
121.68333	1.43454
121.63333	1.4434
121.56667	1.44679
121.53333	1.4492
121.48333	1.44743
121.43333	1.45097
121.4	1.44115
121.35	1.44775
121.31667	1.45371
121.25	1.45661
121.15	1.45999
121	1.4732
120.83333	1.4819
120.7	1.48834
120.63333	1.48931
120.6	1.4935
120.53333	1.4964
120.46667	1.49865
120.4	1.50397
120.33333	1.50252
120.26667	1.50461
120.18333	1.50204
120.1	1.51219
119.96667	1.52491
119.8	1.54037
119.75	1.54021
119.75	1.54005
119.75	1.54553
119.75	1.5407
119.75	1.54118
119.75	1.53007
119.73333	1.53764
119.73333	1.54021
119.71667	1.54166
119.7	1.5444
119.7	1.54295
119.68333	1.54698
119.68333	1.54698
119.68333	1.54569
119.68333	1.54714
119.65	1.55133
119.51667	1.53264
118.91667	1.57324
118.65	1.56341
118.45	1.56711
118.31667	1.61769
118.18333	1.62253
118.11667	1.62752
118.05	1.63106
118	1.63606
117.93333	1.64057
117.86667	1.64427
117.76667	1.65217
117.66667	1.65458
117.56667	1.66119
117.5	1.66038
117.45	1.66537
117.36667	1.67697
117.26667	1.6818
117.15	1.6868
117.05	1.69437
117	1.6955
116.93333	1.6992
116.85	1.70162
116.76667	1.67456
115.81667	1.72707
115.76667	1.75735
115.75	1.75896
115.73333	1.75671
115.71667	1.75848
115.7	1.75912
115.66667	1.76412
115.6	1.76267
115.53333	1.76653
115.46667	1.77878
115.45	1.77427
115.45	1.77362
115.45	1.72691
115.4	1.75703
115.25	1.7675
114.63333	1.79569
114.6	1.75461
114.55	1.75494
114.5	1.79505
114.45	1.78007
114.38333	1.83354
114.31667	1.82565
114.25	1.84289
114.16667	1.84998
114.06667	1.85191
113.95	1.83725
113.85	1.81695
113.21667	1.86028
113.13333	1.82887
113	1.92005
112.85	1.87688
112.73333	1.94952
112.63333	1.94679
112.53333	1.94211
112.46667	1.90217
112.41667	1.88525
108.86667	2.17585
108.76667	2.16763
108.68333	2.1992
108.6	2.20387
108.51667	2.18986
108.4	2.16425
108.26667	2.1744
108.01667	2.20097
107.88333	2.17005
107.43333	2.21128
107.38333	2.27942
107.33333	2.30503
107.21667	2.30761
107.13333	2.30938
107.05	2.29183
105.53333	2.42697
105.43333	2.42907
105.41667	2.44872
105.31667	2.46338
105.18333	2.46741
105.08333	2.48255
105.01667	2.48013
104.91667	2.49221
104.71667	2.51235
104.46667	2.50494
103.35	2.62269
103.33333	2.62253
103.3	2.61883
103.23333	2.62833
103.13333	2.61383
103.05	2.63622
102.93333	2.62994
102.8	2.64734
102.71667	2.64412
102.68333	2.65394
101.68333	2.7253
101.61667	2.74367
101.51667	2.78378
101.41667	2.782
101.33333	2.75446
101.28333	2.7493
101.16667	2.7427
101.1	2.79505
101.03333	2.81535
100.95	2.82936
100.81667	2.84563
100.75	2.84966
100.68333	2.85659
100.63333	2.86158
100.56667	2.86367
100.5	2.87253
100.43333	2.87656
100.33333	2.8743
100.23333	2.86818
100.13333	2.88413
100.05	2.87092
99.01667	2.94792
98.96667	2.97514
98.93333	2.98561
98.85	2.99995
98.83333	2.96306
98.83333	2.96097
98.83333	2.96145
98.83333	2.96113
98.83333	2.96451
98.83333	2.95694
98.83333	2.95662
98.83333	2.95839
98.83333	2.96757
98.81667	2.96177
98.81667	2.96532
98.81667	2.96951
98.8	2.99463
98.8	2.99222
98.8	2.99399
98.76667	2.97079
98.71667	2.99463
98.65	3.01316
98.61667	3.02105
98.58333	3.02508
98.55	3.02669
98.45	3.0465
98.41667	3.06004
98.4	3.05762
98.35	3.06471
98.25	3.0755
98.11667	3.0813
98.01667	3.09982
97.95	3.09934
97.86667	3.1024
97.81667	3.11384
97.78333	3.12012
97.73333	3.13333
97.7	3.13607
97.66667	3.13317
97.6	3.13607
97.53333	3.11513
97.5	3.06922
96.83333	3.13687
96.78333	3.21371
96.73333	3.2187
96.7	3.22273
96.6	3.23481
96.51667	3.239
96.4	3.25092
96.31667	3.2622
96.26667	3.26848
96.2	3.27331
96.1	3.27879
95.96667	3.28652
95.85	3.2717
95.75	3.27524
94.85	3.36336
94.75	3.39429
94.63333	3.43021
94.45	3.43649
94.21667	3.46452
93.38333	3.47902
93.31667	3.51848
93.23333	3.54716
93.15	3.56311
93.03333	3.58082
92.93333	3.58485
92.85	3.59371
92.75	3.59226
