Polarization of Light 'cos(theta)' Data File Mon, Mar 9, 2026 5:07 PM
Sensor Position (Radians)	Light Intensity (Volts)
-0.66588	0.23513
-0.68835	0.31825
-0.71325	0.42214
-0.71630	0.43938
-0.72537	0.47804
-0.73135	0.50768
-0.73135	0.51412
-0.73135	0.51477
-0.73135	0.51718
-0.73135	0.52040
-0.73135	0.52137
-0.73135	0.51992
-0.73135	0.52137
-0.73135	0.52153
-0.73135	0.51928
-0.73135	0.51557
-0.73135	0.52056
-0.73135	0.52169
-0.73432	0.52588
-0.75471	0.62978
-0.77439	0.74672
-0.79335	0.86641
-0.80644	0.95887
-0.81664	1.02652
-0.82904	1.11834
-0.84573	1.23818
-0.86820	1.42391
-0.87673	1.50832
-0.88295	1.53538
-0.88295	1.53522
-0.88295	1.53989
-0.88295	1.54666
-0.88295	1.54956
-0.88295	1.54940
-0.88295	1.54891
-0.88295	1.55246
-0.88295	1.55165
-0.88295	1.55358
-0.88295	1.54940
-0.88295	1.55181
-0.88295	1.55229
-0.88295	1.54956
-0.88295	1.55278
-0.88295	1.55503
-0.88295	1.55697
-0.89493	1.64572
-0.90446	1.72385
-0.90996	1.78313
-0.91531	1.82469
-0.91706	1.84273
-0.93042	1.94002
-0.94693	2.05761
-0.96005	2.14943
-0.96479	2.19936
-0.96705	2.21644
-0.96923	2.23835
-0.96923	2.24108
-0.96923	2.24173
-0.96923	2.25139
-0.96923	2.24157
-0.96923	2.23400
-0.96923	2.23448
-0.96923	2.23351
-0.96923	2.23512
-0.96923	2.23786
-0.96923	2.23657
-0.96923	2.23738
-0.96923	2.23271
-0.96923	2.23947
-0.96923	2.23706
-0.96923	2.23529
-0.97237	2.25155
-0.97437	2.27330
-0.97534	2.27298
-0.97815	2.29746
-0.97815	2.30246
-0.98325	2.33210
-0.98556	2.34160
-0.98836	2.35513
-0.98965	2.36174
-0.99087	2.36834
-0.99255	2.37060
-0.99452	2.36721
-0.99692	2.35255
-0.99839	2.33854
-0.99839	2.34402
-0.99839	2.33773
-0.99839	2.33806
-0.99839	2.33806
-0.99839	2.33451
-0.99839	2.33032
-0.99839	2.33435
-0.99839	2.33403
-0.99839	2.33065
-0.99839	2.33790
-0.99839	2.32581
-0.99839	2.33371
-0.99839	2.33242
-0.99863	2.33322
-0.99863	2.33467
-0.99863	2.33226
-0.99863	2.33081
-0.99863	2.32775
-0.99885	2.31567
-0.99885	2.30342
-0.99923	2.29924
-0.99923	2.29440
-0.99939	2.28828
-0.99976	2.27411
-0.99991	2.26605
-0.99999	2.24608
-1.00000	2.24640
