Polarization of Light 'cos(theta)' Data File Mon, Mar 9, 2026 5:22 PM
Sensor Position (Radians)	Light Intensity (Volts)
0.24615	0.57276
0.24615	0.56760
0.24615	0.57082
0.24615	0.57388
0.23769	0.59531
0.22070	0.60545
0.19509	0.63139
0.16935	0.63042
0.14349	0.63139
0.10887	0.66828
0.08281	0.67762
0.05234	0.66924
0.03054	0.65346
0.00873	0.64685
0.00436	0.64685
0.00436	0.64170
0.00000	0.63896
0.00000	0.63542
0.00000	0.63687
0.00000	0.63735
0.00000	0.63687
0.00000	0.63252
0.00000	0.63574
0.00000	0.63364
0.00000	0.63590
0.00000	0.63477
0.00000	0.63703
0.00000	0.63364
0.00000	0.63670
0.00000	0.64234
-0.00873	0.63509
-0.02181	0.62060
-0.04362	0.60352
-0.06540	0.57968
-0.09150	0.55665
-0.12187	0.52250
-0.15212	0.46854
-0.18224	0.42037
-0.20364	0.39267
-0.22070	0.35691
-0.23345	0.33935
-0.25038	0.31164
-0.26303	0.29328
-0.26724	0.28506
-0.27564	0.27185
-0.27564	0.27653
-0.27564	0.27524
-0.27564	0.27475
-0.27564	0.27347
-0.27564	0.27411
-0.27564	0.27427
-0.27564	0.27492
-0.27564	0.27685
-0.27564	0.27508
-0.27564	0.27685
-0.27564	0.27636
-0.27564	0.27363
-0.27564	0.27040
-0.28402	0.25881
-0.30902	0.21709
-0.33381	0.17649
-0.35837	0.14122
-0.38268	0.10852
-0.39875	0.08516
-0.42657	0.05198
-0.45010	0.02894
-0.47332	0.01042
-0.48862	0.00236
-0.50000	-0.00376
-0.50000	-0.00279
-0.50000	-0.00295
-0.50000	-0.00440
-0.50000	-0.00617
-0.50000	-0.00198
-0.50000	-0.00392
-0.50000	-0.00134
-0.50000	-0.00504
-0.50000	-0.00472
-0.50000	-0.00504
-0.50000	-0.00521
-0.50000	-0.00408
-0.50000	-0.00343
-0.50000	-0.00537
-0.50377	-0.00472
-0.51129	-0.00698
-0.52621	-0.01036
-0.54097	-0.01181
-0.55557	-0.00730
-0.57715	-0.00005
-0.59482	0.01348
-0.61222	0.02894
-0.63271	0.05745
-0.65606	0.09579
-0.66588	0.12140
-0.67880	0.14186
-0.69151	0.18084
-0.69779	0.19260
-0.69779	0.19437
-0.69779	0.19019
-0.69779	0.18858
-0.69779	0.19357
-0.69779	0.19067
-0.69779	0.19067
-0.69779	0.19147
-0.69779	0.19147
-0.69779	0.19244
-0.69779	0.19067
-0.69779	0.19599
-0.70711	0.21838
-0.71934	0.25881
-0.73135	0.29763
-0.74606	0.35240
-0.75184	0.37350
-0.77162	0.45404
-0.78801	0.54151
-0.80386	0.61206
-0.82659	0.73947
-0.83629	0.79746
-0.84339	0.84853
-0.84805	0.87253
-0.85264	0.89572
-0.85491	0.90619
-0.85491	0.90748
-0.85491	0.90330
-0.85491	0.90555
-0.85491	0.89685
-0.85491	0.90571
-0.85491	0.90410
-0.85491	0.90619
-0.85491	0.90491
-0.85491	0.90442
-0.85491	0.90136
-0.85491	0.90281
-0.85491	0.90507
-0.85491	0.90507
-0.85491	0.90652
-0.85717	0.92665
-0.86603	0.98996
-0.87250	1.02668
-0.88295	1.10433
-0.89493	1.19614
-0.90631	1.27990
-0.91879	1.36641
-0.92881	1.43777
-0.93201	1.46644
-0.93514	1.48931
-0.93819	1.52491
-0.93969	1.54086
-0.94409	1.60529
-0.94693	1.66586
-0.94832	1.72578
-0.94832	1.73690
-0.94832	1.74205
-0.94832	1.74253
-0.94832	1.73690
-0.94832	1.73786
-0.94832	1.73722
-0.94832	1.73512
-0.94832	1.73754
-0.94832	1.73706
-0.94832	1.73915
-0.94832	1.73545
-0.94832	1.74302
-0.94832	1.76621
-0.94970	1.79859
-0.95757	1.86560
-0.96363	1.97336
-0.96923	2.05197
-0.97723	2.21483
-0.98245	2.27395
-0.98629	2.31454
-0.98902	2.31534
-0.98965	2.31792
-0.99087	2.31067
-0.99087	2.32114
-0.99144	2.33790
-0.99144	2.33371
-0.99144	2.34112
-0.99144	2.33612
-0.99144	2.33725
-0.99144	2.33918
-0.99144	2.33467
-0.99144	2.33661
-0.99144	2.33306
-0.99144	2.33596
-0.99144	2.33081
-0.99144	2.33516
-0.99144	2.33274
-0.99144	2.32807
-0.99255	2.24866
-0.99540	2.28764
-0.99692	2.26863
-0.99863	2.19824
-0.99939	2.16505
-0.99985	2.09079
-0.99999	2.06486
-0.99991	2.02233
